High,Low,Open,Close,Volume,Adj Close
23.850000381469727,23.809999465942383,23.809999465942383,23.850000381469727,600.0,23.447580337524414
24.04199981689453,23.969999313354492,24.024999618530273,24.010000228881836,1700.0,23.604883193969727
23.850000381469727,23.760000228881836,23.850000381469727,23.760000228881836,600.0,23.359100341796875
23.843000411987305,23.843000411987305,23.843000411987305,23.843000411987305,400.0,23.440702438354492
23.90999984741211,23.90999984741211,23.90999984741211,23.90999984741211,400.0,23.50657081604004
24.07699966430664,24.0,24.07699966430664,24.0,1300.0,23.595050811767578
23.85099983215332,23.80699920654297,23.809999465942383,23.85099983215332,3200.0,23.448562622070312
23.719999313354492,23.719999313354492,23.719999313354492,23.719999313354492,300.0,23.319774627685547
23.719999313354492,23.719999313354492,23.719999313354492,23.719999313354492,0.0,23.319774627685547
23.729999542236328,23.729999542236328,23.729999542236328,23.729999542236328,500.0,23.329607009887695
23.729999542236328,23.729999542236328,23.729999542236328,23.729999542236328,100.0,23.329607009887695
24.051000595092773,24.051000595092773,24.051000595092773,24.051000595092773,900.0,23.64519500732422
24.051000595092773,24.051000595092773,24.051000595092773,24.051000595092773,100.0,23.64519500732422
24.25,24.204999923706055,24.204999923706055,24.25,800.0,23.840831756591797
24.25,24.25,24.25,24.25,0.0,23.840831756591797
24.1299991607666,24.062000274658203,24.1299991607666,24.10700035095215,1100.0,23.70024871826172
24.059999465942383,24.059999465942383,24.059999465942383,24.059999465942383,400.0,23.65403938293457
24.059999465942383,24.059999465942383,24.059999465942383,24.059999465942383,100.0,23.65403938293457
24.3700008392334,24.229999542236328,24.30699920654297,24.260000228881836,3700.0,23.850666046142578
24.260000228881836,24.260000228881836,24.260000228881836,24.260000228881836,100.0,23.850666046142578
24.523000717163086,24.4950008392334,24.514999389648438,24.4950008392334,600.0,24.081697463989258
24.4950008392334,24.4950008392334,24.4950008392334,24.4950008392334,100.0,24.081697463989258
24.340999603271484,24.184999465942383,24.340999603271484,24.184999465942383,500.0,23.77692985534668
24.3700008392334,24.177000045776367,24.3700008392334,24.177000045776367,800.0,23.76906394958496
24.239999771118164,24.18000030517578,24.18000030517578,24.239999771118164,700.0,23.831003189086914
24.459999084472656,24.336000442504883,24.459999084472656,24.336000442504883,500.0,23.925384521484375
24.690000534057617,24.48699951171875,24.48699951171875,24.652999877929688,1800.0,24.23703384399414
24.73200035095215,24.69300079345703,24.73200035095215,24.700000762939453,500.0,24.283241271972656
24.621000289916992,24.551000595092773,24.621000289916992,24.551000595092773,300.0,24.136754989624023
24.950000762939453,24.399999618530273,24.950000762939453,24.40999984741211,2200.0,23.99813461303711
24.270000457763672,24.117000579833984,24.270000457763672,24.166000366210938,600.0,23.758251190185547
24.34000015258789,24.299999237060547,24.34000015258789,24.31999969482422,4200.0,23.909650802612305
24.292999267578125,24.239999771118164,24.29199981689453,24.280000686645508,2100.0,23.870328903198242
24.527999877929688,24.5049991607666,24.527999877929688,24.5049991607666,300.0,24.091529846191406
24.600000381469727,24.5,24.5,24.554000854492188,400.0,24.139705657958984
24.68000030517578,24.6299991607666,24.68000030517578,24.636999130249023,1600.0,24.221303939819336
24.66200065612793,24.59000015258789,24.59000015258789,24.66200065612793,200.0,24.245882034301758
24.83799934387207,24.66200065612793,24.66200065612793,24.83799934387207,700.0,24.418909072875977
24.61400032043457,24.606000900268555,24.606000900268555,24.61400032043457,200.0,24.262182235717773
24.73699951171875,24.643999099731445,24.719999313354492,24.643999099731445,1200.0,24.29175567626953
24.797000885009766,24.719999313354492,24.719999313354492,24.797000885009766,1100.0,24.442569732666016
24.797000885009766,24.797000885009766,24.797000885009766,24.797000885009766,0.0,24.442569732666016
24.847000122070312,24.829999923706055,24.829999923706055,24.847000122070312,100.0,24.491853713989258
24.847000122070312,24.847000122070312,24.847000122070312,24.847000122070312,0.0,24.491853713989258
24.847000122070312,24.847000122070312,24.847000122070312,24.847000122070312,0.0,24.491853713989258
24.847000122070312,24.847000122070312,24.847000122070312,24.847000122070312,0.0,24.491853713989258
24.881999969482422,24.784000396728516,24.881999969482422,24.829999923706055,3100.0,24.475095748901367
24.770000457763672,24.739999771118164,24.739999771118164,24.770000457763672,4500.0,24.41595458984375
24.700000762939453,24.64299964904785,24.700000762939453,24.64299964904785,400.0,24.290767669677734
24.649999618530273,24.639999389648438,24.649999618530273,24.639999389648438,400.0,24.287809371948242
24.594999313354492,24.56999969482422,24.56999969482422,24.594999313354492,200.0,24.24345588684082
24.510000228881836,24.440000534057617,24.440000534057617,24.489999771118164,110300.0,24.139955520629883
24.514999389648438,24.336999893188477,24.336999893188477,24.514999389648438,42300.0,24.16459846496582
24.514999389648438,24.514999389648438,24.514999389648438,24.514999389648438,0.0,24.16459846496582
24.579999923706055,24.350000381469727,24.350000381469727,24.549999237060547,1900.0,24.199098587036133
24.549999237060547,24.549999237060547,24.549999237060547,24.549999237060547,0.0,24.199098587036133
24.625,24.530000686645508,24.540000915527344,24.549999237060547,1500.0,24.199098587036133
24.610000610351562,24.56999969482422,24.570999145507812,24.600000381469727,1300.0,24.24838638305664
24.768999099731445,24.718000411987305,24.729999542236328,24.768999099731445,700.0,24.414966583251953
24.652999877929688,24.510000228881836,24.600000381469727,24.5310001373291,800.0,24.180370330810547
24.719999313354492,24.6200008392334,24.639999389648438,24.719999313354492,900.0,24.366670608520508
24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,0.0,24.366670608520508
24.719999313354492,24.670000076293945,24.69499969482422,24.68000030517578,4100.0,24.327239990234375
