Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2020/05/21,GME,GME,S,EDGX,110
2020/05/22,GME,GME,S,BATS,2673
2020/05/22,GME,GME,S,C2,22
2020/05/22,GME,GME,S,CBOE,1344
2020/05/22,GME,GME,S,EDGX,615
2020/05/26,GME,GME,S,BATS,2977
2020/05/26,GME,GME,S,C2,48
2020/05/26,GME,GME,S,CBOE,1515
2020/05/26,GME,GME,S,EDGX,834
2020/05/27,GME,GME,S,BATS,1286
2020/05/27,GME,GME,S,C2,64
2020/05/27,GME,GME,S,CBOE,1327
2020/05/27,GME,GME,S,EDGX,752
2020/05/28,GME,GME,S,BATS,851
2020/05/28,GME,GME,S,C2,314
2020/05/28,GME,GME,S,CBOE,1346
2020/05/28,GME,GME,S,EDGX,551
2020/05/29,GME,GME,S,BATS,1782
2020/05/29,GME,GME,S,C2,27
2020/05/29,GME,GME,S,CBOE,758
2020/05/29,GME,GME,S,EDGX,716
2020/06/01,GME,GME,S,BATS,3478
2020/06/01,GME,GME,S,C2,68
2020/06/01,GME,GME,S,CBOE,3083
2020/06/01,GME,GME,S,EDGX,653
2020/06/02,GME,GME,S,BATS,1284
2020/06/02,GME,GME,S,C2,33
2020/06/02,GME,GME,S,CBOE,1990
2020/06/02,GME,GME,S,EDGX,539
2020/06/03,GME,GME,S,BATS,2361
2020/06/03,GME,GME,S,C2,23
2020/06/03,GME,GME,S,CBOE,2666
2020/06/03,GME,GME,S,EDGX,530
2020/06/04,GME,GME,S,BATS,1693
2020/06/04,GME,GME,S,C2,6
2020/06/04,GME,GME,S,CBOE,1798
2020/06/04,GME,GME,S,EDGX,574
2020/06/05,GME,GME,S,BATS,3077
2020/06/05,GME,GME,S,C2,280
2020/06/05,GME,GME,S,CBOE,3547
2020/06/05,GME,GME,S,EDGX,1058
2020/06/08,GME,GME,S,BATS,9718
2020/06/08,GME,GME,S,C2,469
2020/06/08,GME,GME,S,CBOE,7552
2020/06/08,GME,GME,S,EDGX,5171
2020/06/09,GME,GME,S,BATS,7251
2020/06/09,GME,GME,S,C2,263
2020/06/09,GME,GME,S,CBOE,10597
2020/06/09,GME,GME,S,EDGX,2295
2020/06/10,GME,GME,S,BATS,14560
2020/06/10,GME,GME,S,C2,412
2020/06/10,GME,GME,S,CBOE,12300
2020/06/10,GME,GME,S,EDGX,2699
2020/06/11,GME,GME,S,BATS,2778
2020/06/11,GME,GME,S,C2,92
2020/06/11,GME,GME,S,CBOE,4111
2020/06/11,GME,GME,S,EDGX,995
2020/06/12,GME,GME,S,BATS,1173
2020/06/12,GME,GME,S,C2,11
2020/06/12,GME,GME,S,CBOE,3590
2020/06/12,GME,GME,S,EDGX,1032
2020/06/15,GME,GME,S,BATS,563
2020/06/15,GME,GME,S,C2,206
2020/06/15,GME,GME,S,CBOE,2020
2020/06/15,GME,GME,S,EDGX,1171
2020/06/16,GME,GME,S,BATS,917
2020/06/16,GME,GME,S,C2,130
2020/06/16,GME,GME,S,CBOE,2570
2020/06/16,GME,GME,S,EDGX,780
2020/06/17,GME,GME,S,BATS,668
2020/06/17,GME,GME,S,C2,23
2020/06/17,GME,GME,S,CBOE,1013
2020/06/17,GME,GME,S,EDGX,165
2020/06/18,GME,GME,S,BATS,849
2020/06/18,GME,GME,S,C2,4
2020/06/18,GME,GME,S,CBOE,2634
2020/06/18,GME,GME,S,EDGX,705
2020/06/19,GME,GME,S,BATS,482
2020/06/19,GME,GME,S,C2,31
2020/06/19,GME,GME,S,CBOE,3625
2020/06/19,GME,GME,S,EDGX,572
2020/06/22,GME,GME,S,BATS,628
2020/06/22,GME,GME,S,C2,19
2020/06/22,GME,GME,S,CBOE,2052
2020/06/22,GME,GME,S,EDGX,573
2020/06/23,GME,GME,S,BATS,1682
2020/06/23,GME,GME,S,C2,313
2020/06/23,GME,GME,S,CBOE,1468
2020/06/23,GME,GME,S,EDGX,1336
2020/06/24,GME,GME,S,BATS,682
2020/06/24,GME,GME,S,C2,42
2020/06/24,GME,GME,S,CBOE,1857
2020/06/24,GME,GME,S,EDGX,1931
2020/06/25,GME,GME,S,BATS,711
2020/06/25,GME,GME,S,C2,669
2020/06/25,GME,GME,S,CBOE,2717
2020/06/25,GME,GME,S,EDGX,1897
2020/06/26,GME,GME,S,BATS,547
2020/06/26,GME,GME,S,C2,439
2020/06/26,GME,GME,S,CBOE,602
2020/06/26,GME,GME,S,EDGX,591
2020/06/29,GME,GME,S,BATS,1288
2020/06/29,GME,GME,S,C2,77
2020/06/29,GME,GME,S,CBOE,1328
2020/06/29,GME,GME,S,EDGX,2647
2020/06/30,GME,GME,S,BATS,898
2020/06/30,GME,GME,S,C2,10
2020/06/30,GME,GME,S,CBOE,2217
2020/06/30,GME,GME,S,EDGX,705
2020/07/01,GME,GME,S,BATS,493
2020/07/01,GME,GME,S,CBOE,898
2020/07/01,GME,GME,S,EDGX,534
2020/07/02,GME,GME,S,BATS,250
2020/07/02,GME,GME,S,C2,10
2020/07/02,GME,GME,S,CBOE,511
2020/07/02,GME,GME,S,EDGX,36
2020/07/06,GME,GME,S,BATS,1296
2020/07/06,GME,GME,S,C2,185
2020/07/06,GME,GME,S,CBOE,1339
2020/07/06,GME,GME,S,EDGX,490
2020/07/07,GME,GME,S,BATS,407
2020/07/07,GME,GME,S,C2,27
2020/07/07,GME,GME,S,CBOE,729
2020/07/07,GME,GME,S,EDGX,100
2020/07/08,GME,GME,S,BATS,183
2020/07/08,GME,GME,S,C2,33
2020/07/08,GME,GME,S,CBOE,772
2020/07/08,GME,GME,S,EDGX,379
2020/07/09,GME,GME,S,BATS,839
2020/07/09,GME,GME,S,C2,13
2020/07/09,GME,GME,S,CBOE,239
2020/07/09,GME,GME,S,EDGX,185
2020/07/10,GME,GME,S,BATS,161
2020/07/10,GME,GME,S,C2,4
2020/07/10,GME,GME,S,CBOE,467
2020/07/10,GME,GME,S,EDGX,177
2020/07/13,GME,GME,S,BATS,1592
2020/07/13,GME,GME,S,C2,259
2020/07/13,GME,GME,S,CBOE,1433
2020/07/13,GME,GME,S,EDGX,617
2020/07/14,GME,GME,S,BATS,271
2020/07/14,GME,GME,S,C2,18
2020/07/14,GME,GME,S,CBOE,1009
2020/07/14,GME,GME,S,EDGX,312
2020/07/15,GME,GME,S,BATS,261
2020/07/15,GME,GME,S,C2,15
2020/07/15,GME,GME,S,CBOE,220
2020/07/15,GME,GME,S,EDGX,419
2020/07/16,GME,GME,S,BATS,514
2020/07/16,GME,GME,S,C2,1
2020/07/16,GME,GME,S,CBOE,547
2020/07/16,GME,GME,S,EDGX,261
2020/07/17,GME,GME,S,BATS,549
2020/07/17,GME,GME,S,C2,425
2020/07/17,GME,GME,S,CBOE,4551
2020/07/17,GME,GME,S,EDGX,764
2020/07/20,GME,GME,S,BATS,1509
2020/07/20,GME,GME,S,C2,115
2020/07/20,GME,GME,S,CBOE,3100
2020/07/20,GME,GME,S,EDGX,1575
2020/07/21,GME,GME,S,BATS,1534
2020/07/21,GME,GME,S,C2,72
2020/07/21,GME,GME,S,CBOE,1049
2020/07/21,GME,GME,S,EDGX,763
2020/07/22,GME,GME,S,BATS,806
2020/07/22,GME,GME,S,C2,4
2020/07/22,GME,GME,S,CBOE,429
2020/07/22,GME,GME,S,EDGX,170
2020/07/23,GME,GME,S,BATS,196
2020/07/23,GME,GME,S,C2,16
2020/07/23,GME,GME,S,CBOE,147
2020/07/23,GME,GME,S,EDGX,78
2020/07/24,GME,GME,S,BATS,1429
2020/07/24,GME,GME,S,C2,70
2020/07/24,GME,GME,S,CBOE,755
2020/07/24,GME,GME,S,EDGX,130
2020/07/27,GME,GME,S,BATS,122
2020/07/27,GME,GME,S,C2,298
2020/07/27,GME,GME,S,CBOE,1092
2020/07/27,GME,GME,S,EDGX,322
2020/07/28,GME,GME,S,BATS,171
2020/07/28,GME,GME,S,C2,5
2020/07/28,GME,GME,S,CBOE,722
2020/07/28,GME,GME,S,EDGX,46
2020/07/29,GME,GME,S,BATS,881
2020/07/29,GME,GME,S,C2,77
2020/07/29,GME,GME,S,CBOE,1113
2020/07/29,GME,GME,S,EDGX,222
2020/07/30,GME,GME,S,BATS,197
2020/07/30,GME,GME,S,C2,80
2020/07/30,GME,GME,S,CBOE,497
2020/07/30,GME,GME,S,EDGX,100
2020/07/31,GME,GME,S,BATS,283
2020/07/31,GME,GME,S,C2,21
2020/07/31,GME,GME,S,CBOE,430
2020/07/31,GME,GME,S,EDGX,44
2020/08/03,GME,GME,S,BATS,694
2020/08/03,GME,GME,S,C2,37
2020/08/03,GME,GME,S,CBOE,1450
2020/08/03,GME,GME,S,EDGX,178
2020/08/04,GME,GME,S,BATS,3346
2020/08/04,GME,GME,S,C2,680
2020/08/04,GME,GME,S,CBOE,5697
2020/08/04,GME,GME,S,EDGX,1118
2020/08/05,GME,GME,S,BATS,962
2020/08/05,GME,GME,S,C2,18
2020/08/05,GME,GME,S,CBOE,1931
2020/08/05,GME,GME,S,EDGX,218
2020/08/06,GME,GME,S,BATS,234
2020/08/06,GME,GME,S,C2,2
2020/08/06,GME,GME,S,CBOE,1111
2020/08/06,GME,GME,S,EDGX,293
2020/08/07,GME,GME,S,BATS,395
2020/08/07,GME,GME,S,C2,90
2020/08/07,GME,GME,S,CBOE,1107
2020/08/07,GME,GME,S,EDGX,609
2020/08/10,GME,GME,S,BATS,1155
2020/08/10,GME,GME,S,C2,29
2020/08/10,GME,GME,S,CBOE,666
2020/08/10,GME,GME,S,EDGX,172
2020/08/11,GME,GME,S,BATS,729
2020/08/11,GME,GME,S,C2,24
2020/08/11,GME,GME,S,CBOE,2029
2020/08/11,GME,GME,S,EDGX,261
2020/08/12,GME,GME,S,BATS,219
2020/08/12,GME,GME,S,C2,17
2020/08/12,GME,GME,S,CBOE,763
2020/08/12,GME,GME,S,EDGX,167
2020/08/13,GME,GME,S,BATS,384
2020/08/13,GME,GME,S,C2,36
2020/08/13,GME,GME,S,CBOE,945
2020/08/13,GME,GME,S,EDGX,30
2020/08/14,GME,GME,S,BATS,933
2020/08/14,GME,GME,S,C2,58
2020/08/14,GME,GME,S,CBOE,1360
2020/08/14,GME,GME,S,EDGX,323
2020/08/17,GME,GME,S,BATS,205
2020/08/17,GME,GME,S,C2,38
2020/08/17,GME,GME,S,CBOE,1003
2020/08/17,GME,GME,S,EDGX,231
2020/08/18,GME,GME,S,BATS,505
2020/08/18,GME,GME,S,C2,35
2020/08/18,GME,GME,S,CBOE,1067
2020/08/18,GME,GME,S,EDGX,62
2020/08/19,GME,GME,S,BATS,53
2020/08/19,GME,GME,S,C2,40
2020/08/19,GME,GME,S,CBOE,212
2020/08/19,GME,GME,S,EDGX,170
2020/08/20,GME,GME,S,BATS,351
2020/08/20,GME,GME,S,C2,16
2020/08/20,GME,GME,S,CBOE,215
2020/08/20,GME,GME,S,EDGX,40
2020/08/21,GME,GME,S,BATS,2305
2020/08/21,GME,GME,S,C2,260
2020/08/21,GME,GME,S,CBOE,9074
2020/08/21,GME,GME,S,EDGX,2510
2020/08/24,GME,GME,S,BATS,1421
2020/08/24,GME,GME,S,C2,85
2020/08/24,GME,GME,S,CBOE,1100
2020/08/24,GME,GME,S,EDGX,312
2020/08/25,GME,GME,S,BATS,469
2020/08/25,GME,GME,S,C2,67
2020/08/25,GME,GME,S,CBOE,801
2020/08/25,GME,GME,S,EDGX,387
2020/08/26,GME,GME,S,BATS,2012
2020/08/26,GME,GME,S,C2,460
2020/08/26,GME,GME,S,CBOE,2002
2020/08/26,GME,GME,S,EDGX,2787
2020/08/27,GME,GME,S,BATS,1455
2020/08/27,GME,GME,S,C2,57
2020/08/27,GME,GME,S,CBOE,489
2020/08/27,GME,GME,S,EDGX,205
2020/08/28,GME,GME,S,BATS,5434
2020/08/28,GME,GME,S,C2,782
2020/08/28,GME,GME,S,CBOE,3497
2020/08/28,GME,GME,S,EDGX,1834
2020/08/31,GME,GME,S,BATS,9534
2020/08/31,GME,GME,S,C2,145
2020/08/31,GME,GME,S,CBOE,6933
2020/08/31,GME,GME,S,EDGX,3541
2020/09/01,GME,GME,S,BATS,5479
2020/09/01,GME,GME,S,C2,570
2020/09/01,GME,GME,S,CBOE,4103
2020/09/01,GME,GME,S,EDGX,2396
2020/09/02,GME,GME,S,BATS,4338
2020/09/02,GME,GME,S,C2,278
2020/09/02,GME,GME,S,CBOE,2848
2020/09/02,GME,GME,S,EDGX,1804
2020/09/03,GME,GME,S,BATS,3479
2020/09/03,GME,GME,S,C2,994
2020/09/03,GME,GME,S,CBOE,4068
2020/09/03,GME,GME,S,EDGX,1180
2020/09/04,GME,GME,S,BATS,2296
2020/09/04,GME,GME,S,C2,534
2020/09/04,GME,GME,S,CBOE,2888
2020/09/04,GME,GME,S,EDGX,691
2020/09/08,GME,GME,S,BATS,3707
2020/09/08,GME,GME,S,C2,794
2020/09/08,GME,GME,S,CBOE,3212
2020/09/08,GME,GME,S,EDGX,1670
2020/09/09,GME,GME,S,BATS,5688
2020/09/09,GME,GME,S,C2,863
2020/09/09,GME,GME,S,CBOE,6452
2020/09/09,GME,GME,S,EDGX,5149
2020/09/10,GME,GME,S,BATS,10023
2020/09/10,GME,GME,S,C2,1116
2020/09/10,GME,GME,S,CBOE,6203
2020/09/10,GME,GME,S,EDGX,4633
2020/09/11,GME,GME,S,BATS,3101
2020/09/11,GME,GME,S,C2,893
2020/09/11,GME,GME,S,CBOE,5275
2020/09/11,GME,GME,S,EDGX,2006
2020/09/14,GME,GME,S,BATS,6046
2020/09/14,GME,GME,S,C2,336
2020/09/14,GME,GME,S,CBOE,4842
2020/09/14,GME,GME,S,EDGX,2229
2020/09/15,GME,GME,S,BATS,3231
2020/09/15,GME,GME,S,C2,362
2020/09/15,GME,GME,S,CBOE,3589
2020/09/15,GME,GME,S,EDGX,1106
2020/09/16,GME,GME,S,BATS,13301
2020/09/16,GME,GME,S,C2,521
2020/09/16,GME,GME,S,CBOE,12343
2020/09/16,GME,GME,S,EDGX,1998
2020/09/17,GME,GME,S,BATS,7881
2020/09/17,GME,GME,S,C2,377
2020/09/17,GME,GME,S,CBOE,10355
2020/09/17,GME,GME,S,EDGX,2295
2020/09/18,GME,GME,S,BATS,8759
2020/09/18,GME,GME,S,C2,524
2020/09/18,GME,GME,S,CBOE,8564
2020/09/18,GME,GME,S,EDGX,2923
2020/09/21,GME,GME,S,BATS,4251
2020/09/21,GME,GME,S,C2,262
2020/09/21,GME,GME,S,CBOE,5675
2020/09/21,GME,GME,S,EDGX,2759
2020/09/22,GME,GME,S,BATS,8817
2020/09/22,GME,GME,S,C2,908
2020/09/22,GME,GME,S,CBOE,13104
2020/09/22,GME,GME,S,EDGX,3012
2020/09/23,GME,GME,S,BATS,3427
2020/09/23,GME,GME,S,C2,222
2020/09/23,GME,GME,S,CBOE,6922
2020/09/23,GME,GME,S,EDGX,2097
2020/09/24,GME,GME,S,BATS,4645
2020/09/24,GME,GME,S,C2,405
2020/09/24,GME,GME,S,CBOE,3567
2020/09/24,GME,GME,S,EDGX,1429
2020/09/25,GME,GME,S,BATS,3151
2020/09/25,GME,GME,S,C2,406
2020/09/25,GME,GME,S,CBOE,6905
2020/09/25,GME,GME,S,EDGX,3529
2020/09/28,GME,GME,S,BATS,2307
2020/09/28,GME,GME,S,C2,614
2020/09/28,GME,GME,S,CBOE,5932
2020/09/28,GME,GME,S,EDGX,776
2020/09/29,GME,GME,S,BATS,2563
2020/09/29,GME,GME,S,C2,415
2020/09/29,GME,GME,S,CBOE,2819
2020/09/29,GME,GME,S,EDGX,2345
2020/09/30,GME,GME,S,BATS,1826
2020/09/30,GME,GME,S,C2,335
2020/09/30,GME,GME,S,CBOE,3176
2020/09/30,GME,GME,S,EDGX,1686
2020/10/01,GME,GME,S,BATS,1630
2020/10/01,GME,GME,S,C2,140
2020/10/01,GME,GME,S,CBOE,4062
2020/10/01,GME,GME,S,EDGX,2820
2020/10/02,GME,GME,S,BATS,2147
2020/10/02,GME,GME,S,C2,8800
2020/10/02,GME,GME,S,CBOE,2509
2020/10/02,GME,GME,S,EDGX,668
2020/10/05,GME,GME,S,BATS,1480
2020/10/05,GME,GME,S,C2,2733
2020/10/05,GME,GME,S,CBOE,3207
2020/10/05,GME,GME,S,EDGX,805
2020/10/06,GME,GME,S,BATS,1145
2020/10/06,GME,GME,S,C2,58
2020/10/06,GME,GME,S,CBOE,1265
2020/10/06,GME,GME,S,EDGX,358
2020/10/07,GME,GME,S,BATS,912
2020/10/07,GME,GME,S,C2,84
2020/10/07,GME,GME,S,CBOE,974
2020/10/07,GME,GME,S,EDGX,355
2020/10/08,GME,GME,S,BATS,39943
2020/10/08,GME,GME,S,C2,1355
2020/10/08,GME,GME,S,CBOE,30004
2020/10/08,GME,GME,S,EDGX,7590
2020/10/09,GME,GME,S,BATS,48558
2020/10/09,GME,GME,S,C2,3960
2020/10/09,GME,GME,S,CBOE,48283
2020/10/09,GME,GME,S,EDGX,15495
2020/10/12,GME,GME,S,BATS,12658
2020/10/12,GME,GME,S,C2,1132
2020/10/12,GME,GME,S,CBOE,19441
2020/10/12,GME,GME,S,EDGX,5432
2020/10/13,GME,GME,S,BATS,4798
2020/10/13,GME,GME,S,C2,642
2020/10/13,GME,GME,S,CBOE,8512
2020/10/13,GME,GME,S,EDGX,2955
2020/10/14,GME,GME,S,BATS,7203
2020/10/14,GME,GME,S,C2,1634
2020/10/14,GME,GME,S,CBOE,14860
2020/10/14,GME,GME,S,EDGX,3002
2020/10/15,GME,GME,S,BATS,28025
2020/10/15,GME,GME,S,C2,4276
2020/10/15,GME,GME,S,CBOE,30892
2020/10/15,GME,GME,S,EDGX,8197
2020/10/16,GME,GME,S,BATS,9098
2020/10/16,GME,GME,S,C2,2807
2020/10/16,GME,GME,S,CBOE,10769
2020/10/16,GME,GME,S,EDGX,2681
2020/10/19,GME,GME,S,BATS,10258
2020/10/19,GME,GME,S,C2,2013
2020/10/19,GME,GME,S,CBOE,9140
2020/10/19,GME,GME,S,EDGX,6080
2020/10/20,GME,GME,S,BATS,3212
2020/10/20,GME,GME,S,C2,837
2020/10/20,GME,GME,S,CBOE,5584
2020/10/20,GME,GME,S,EDGX,1265
2020/10/21,GME,GME,S,BATS,2670
2020/10/21,GME,GME,S,C2,592
2020/10/21,GME,GME,S,CBOE,5949
2020/10/21,GME,GME,S,EDGX,1308
2020/10/22,GME,GME,S,BATS,8189
2020/10/22,GME,GME,S,C2,1455
2020/10/22,GME,GME,S,CBOE,13372
2020/10/22,GME,GME,S,EDGX,1909
2020/10/23,GME,GME,S,BATS,4510
2020/10/23,GME,GME,S,C2,665
2020/10/23,GME,GME,S,CBOE,5882
2020/10/23,GME,GME,S,EDGX,637
2020/10/26,GME,GME,S,BATS,6975
2020/10/26,GME,GME,S,C2,692
2020/10/26,GME,GME,S,CBOE,8849
2020/10/26,GME,GME,S,EDGX,1535
2020/10/27,GME,GME,S,BATS,5521
2020/10/27,GME,GME,S,C2,654
2020/10/27,GME,GME,S,CBOE,7484
2020/10/27,GME,GME,S,EDGX,1722
2020/10/28,GME,GME,S,BATS,5910
2020/10/28,GME,GME,S,C2,523
2020/10/28,GME,GME,S,CBOE,4467
2020/10/28,GME,GME,S,EDGX,1814
2020/10/29,GME,GME,S,BATS,6143
2020/10/29,GME,GME,S,C2,409
2020/10/29,GME,GME,S,CBOE,3210
2020/10/29,GME,GME,S,EDGX,496
2020/10/30,GME,GME,S,BATS,3942
2020/10/30,GME,GME,S,C2,1751
2020/10/30,GME,GME,S,CBOE,9209
2020/10/30,GME,GME,S,EDGX,1824
2020/11/02,GME,GME,S,BATS,1667
2020/11/02,GME,GME,S,C2,673
2020/11/02,GME,GME,S,CBOE,3216
2020/11/02,GME,GME,S,EDGX,804
2020/11/03,GME,GME,S,BATS,3728
2020/11/03,GME,GME,S,C2,1130
2020/11/03,GME,GME,S,CBOE,5167
2020/11/03,GME,GME,S,EDGX,436
2020/11/04,GME,GME,S,BATS,2683
2020/11/04,GME,GME,S,C2,385
2020/11/04,GME,GME,S,CBOE,2296
2020/11/04,GME,GME,S,EDGX,1012
2020/11/05,GME,GME,S,BATS,3057
2020/11/05,GME,GME,S,C2,551
2020/11/05,GME,GME,S,CBOE,1786
2020/11/05,GME,GME,S,EDGX,314
2020/11/06,GME,GME,S,BATS,2604
2020/11/06,GME,GME,S,C2,622
2020/11/06,GME,GME,S,CBOE,4501
2020/11/06,GME,GME,S,EDGX,2729
2020/11/09,GME,GME,S,BATS,2380
2020/11/09,GME,GME,S,C2,339
2020/11/09,GME,GME,S,CBOE,3573
2020/11/09,GME,GME,S,EDGX,679
2020/11/10,GME,GME,S,BATS,3105
2020/11/10,GME,GME,S,C2,2337
2020/11/10,GME,GME,S,CBOE,3618
2020/11/10,GME,GME,S,EDGX,795
2020/11/11,GME,GME,S,BATS,2972
2020/11/11,GME,GME,S,C2,539
2020/11/11,GME,GME,S,CBOE,2406
2020/11/11,GME,GME,S,EDGX,3306
2020/11/12,GME,GME,S,BATS,2008
2020/11/12,GME,GME,S,C2,831
2020/11/12,GME,GME,S,CBOE,2220
2020/11/12,GME,GME,S,EDGX,1075
2020/11/13,GME,GME,S,BATS,1127
2020/11/13,GME,GME,S,C2,253
2020/11/13,GME,GME,S,CBOE,3143
2020/11/13,GME,GME,S,EDGX,476
2020/11/16,GME,GME,S,BATS,4806
2020/11/16,GME,GME,S,C2,745
2020/11/16,GME,GME,S,CBOE,8624
2020/11/16,GME,GME,S,EDGX,1110
2020/11/17,GME,GME,S,BATS,2612
2020/11/17,GME,GME,S,C2,1872
2020/11/17,GME,GME,S,CBOE,4431
2020/11/17,GME,GME,S,EDGX,442
2020/11/18,GME,GME,S,BATS,2006
2020/11/18,GME,GME,S,C2,776
2020/11/18,GME,GME,S,CBOE,3914
2020/11/18,GME,GME,S,EDGX,520
2020/11/19,GME,GME,S,BATS,7356
2020/11/19,GME,GME,S,C2,2815
2020/11/19,GME,GME,S,CBOE,10285
2020/11/19,GME,GME,S,EDGX,5121
2020/11/20,GME,GME,S,BATS,7275
2020/11/20,GME,GME,S,C2,2603
2020/11/20,GME,GME,S,CBOE,11084
2020/11/20,GME,GME,S,EDGX,2000
2020/11/23,GME,GME,S,BATS,5414
2020/11/23,GME,GME,S,C2,3234
2020/11/23,GME,GME,S,CBOE,9813
2020/11/23,GME,GME,S,EDGX,2831
2020/11/24,GME,GME,S,BATS,2182
2020/11/24,GME,GME,S,C2,1336
2020/11/24,GME,GME,S,CBOE,6566
2020/11/24,GME,GME,S,EDGX,1964
2020/11/25,GME,GME,S,BATS,9067
2020/11/25,GME,GME,S,C2,2564
2020/11/25,GME,GME,S,CBOE,14112
2020/11/25,GME,GME,S,EDGX,4667
2020/11/27,GME,GME,S,BATS,10378
2020/11/27,GME,GME,S,C2,3638
2020/11/27,GME,GME,S,CBOE,17875
2020/11/27,GME,GME,S,EDGX,9389
2020/11/30,GME,GME,S,BATS,20976
2020/11/30,GME,GME,S,C2,7606
2020/11/30,GME,GME,S,CBOE,26156
2020/11/30,GME,GME,S,EDGX,10971
2020/12/01,GME,GME,S,BATS,8727
2020/12/01,GME,GME,S,C2,894
2020/12/01,GME,GME,S,CBOE,12586
2020/12/01,GME,GME,S,EDGX,3289
2020/12/02,GME,GME,S,BATS,9215
2020/12/02,GME,GME,S,C2,1264
2020/12/02,GME,GME,S,CBOE,8727
2020/12/02,GME,GME,S,EDGX,2520
2020/12/03,GME,GME,S,BATS,6150
2020/12/03,GME,GME,S,C2,984
2020/12/03,GME,GME,S,CBOE,6754
2020/12/03,GME,GME,S,EDGX,2331
2020/12/04,GME,GME,S,BATS,7406
2020/12/04,GME,GME,S,C2,879
2020/12/04,GME,GME,S,CBOE,11560
2020/12/04,GME,GME,S,EDGX,8588
2020/12/07,GME,GME,S,BATS,7567
2020/12/07,GME,GME,S,C2,1218
2020/12/07,GME,GME,S,CBOE,10298
2020/12/07,GME,GME,S,EDGX,3273
2020/12/08,GME,GME,S,BATS,16084
2020/12/08,GME,GME,S,C2,2023
2020/12/08,GME,GME,S,CBOE,29248
2020/12/08,GME,GME,S,EDGX,8106
2020/12/09,GME,GME,S,BATS,27655
2020/12/09,GME,GME,S,C2,4691
2020/12/09,GME,GME,S,CBOE,30293
2020/12/09,GME,GME,S,EDGX,16445
2020/12/10,GME,GME,S,BATS,8792
2020/12/10,GME,GME,S,C2,2391
2020/12/10,GME,GME,S,CBOE,10775
2020/12/10,GME,GME,S,EDGX,4042
2020/12/11,GME,GME,S,BATS,9701
2020/12/11,GME,GME,S,C2,3483
2020/12/11,GME,GME,S,CBOE,9986
2020/12/11,GME,GME,S,EDGX,5718
2020/12/14,GME,GME,S,BATS,10685
2020/12/14,GME,GME,S,C2,1600
2020/12/14,GME,GME,S,CBOE,8157
2020/12/14,GME,GME,S,EDGX,3851
2020/12/15,GME,GME,S,BATS,9656
2020/12/15,GME,GME,S,C2,1379
2020/12/15,GME,GME,S,CBOE,7394
2020/12/15,GME,GME,S,EDGX,4625
2020/12/16,GME,GME,S,BATS,4567
2020/12/16,GME,GME,S,C2,591
2020/12/16,GME,GME,S,CBOE,4442
2020/12/16,GME,GME,S,EDGX,1619
2020/12/17,GME,GME,S,BATS,6585
2020/12/17,GME,GME,S,C2,1450
2020/12/17,GME,GME,S,CBOE,7064
2020/12/17,GME,GME,S,EDGX,5220
2020/12/18,GME,GME,S,BATS,11650
2020/12/18,GME,GME,S,C2,2745
2020/12/18,GME,GME,S,CBOE,10277
2020/12/18,GME,GME,S,EDGX,5058
2020/12/21,GME,GME,S,BATS,6296
2020/12/21,GME,GME,S,C2,1527
2020/12/21,GME,GME,S,CBOE,7143
2020/12/21,GME,GME,S,EDGX,7396
2020/12/22,GME,GME,S,BATS,26516
2020/12/22,GME,GME,S,C2,6893
2020/12/22,GME,GME,S,CBOE,38289
2020/12/22,GME,GME,S,EDGX,7638
2020/12/23,GME,GME,S,BATS,29692
2020/12/23,GME,GME,S,C2,7900
2020/12/23,GME,GME,S,CBOE,30780
2020/12/23,GME,GME,S,EDGX,12951
2020/12/24,GME,GME,S,BATS,12250
2020/12/24,GME,GME,S,C2,3429
2020/12/24,GME,GME,S,CBOE,12327
2020/12/24,GME,GME,S,EDGX,3937
2020/12/28,GME,GME,S,BATS,8476
2020/12/28,GME,GME,S,C2,1940
2020/12/28,GME,GME,S,CBOE,13914
2020/12/28,GME,GME,S,EDGX,3601
2020/12/29,GME,GME,S,BATS,10146
2020/12/29,GME,GME,S,C2,1644
2020/12/29,GME,GME,S,CBOE,12000
2020/12/29,GME,GME,S,EDGX,3925
2020/12/30,GME,GME,S,BATS,6978
2020/12/30,GME,GME,S,C2,978
2020/12/30,GME,GME,S,CBOE,9509
2020/12/30,GME,GME,S,EDGX,2087
2020/12/31,GME,GME,S,BATS,6884
2020/12/31,GME,GME,S,C2,1712
2020/12/31,GME,GME,S,CBOE,10364
2020/12/31,GME,GME,S,EDGX,2297
2021/01/04,GME,GME,S,BATS,6849
2021/01/04,GME,GME,S,C2,1710
2021/01/04,GME,GME,S,CBOE,10577
2021/01/04,GME,GME,S,EDGX,3418
2021/01/05,GME,GME,S,BATS,4429
2021/01/05,GME,GME,S,C2,1017
2021/01/05,GME,GME,S,CBOE,8357
2021/01/05,GME,GME,S,EDGX,1166
2021/01/06,GME,GME,S,BATS,6863
2021/01/06,GME,GME,S,C2,1493
2021/01/06,GME,GME,S,CBOE,9225
2021/01/06,GME,GME,S,EDGX,2615
2021/01/07,GME,GME,S,BATS,4399
2021/01/07,GME,GME,S,C2,1562
2021/01/07,GME,GME,S,CBOE,7688
2021/01/07,GME,GME,S,EDGX,3365
2021/01/08,GME,GME,S,BATS,7082
2021/01/08,GME,GME,S,C2,2234
2021/01/08,GME,GME,S,CBOE,11316
