Date,Open,High,Low,Close,Adj Close,Volume,MEAN,%Change,Log%Chang,Variance,Stdev,Volitility (w/ 21days),Sharpe Ratio,,
2019-12-18,6.06,6.27,5.93,6.16,6.16,5264100,73.30,0.016501650165017,0.016366977464206,0.014763719394614,0.121506046740948,0.556810656585237,1.16380314405876,,
2019-12-19,6.21,6.24,6.03,6.06,6.06,4452000,73.45,0.011686143572621,0.011618387953865,0.014795474972045,0.121636651433872,0.557409162476676,0.817500917774991,,
2019-12-20,6.06,6.22,5.96,5.99,5.99,5484600,73.60,0.067736185383244,0.065540692592753,0.014827826209214,0.121769561915996,0.558018234821661,4.78804162446831,,
2019-12-23,6.05,6.07,5.54,5.61,5.61,6282700,73.75,0.03125,0.030771658666754,0.014849113334041,0.121856937980737,0.558418642252268,2.23367425578075,,
2019-12-24,5.65,5.67,5.44,5.44,5.44,3395500,73.91,0.007407407407407,0.007380107297622,0.014879212908692,0.121980379195555,0.558984320963049,0.509650463403334,,
2019-12-26,5.47,5.51,5.25,5.40,5.40,4264400,74.06,-0.084745762711864,-0.088553397341445,0.014912278539261,0.122115840656571,0.559605083361901,-6.59393643046735,,
2019-12-27,5.42,5.98,5.39,5.90,5.90,11041300,74.21,-0.037520391517129,-0.038242399036446,0.014931244512196,0.12219347164311,0.55996083323399,-2.8738333593078,,
2019-12-30,5.88,6.25,5.76,6.13,6.13,4482100,74.37,0.008223684210526,0.008190053970044,0.014962976316628,0.122323245201508,0.560555530388553,0.573399706925703,,
2019-12-31,6.08,6.39,5.99,6.08,6.08,4322600,74.52,-0.036450079239303,-0.037130980575046,0.014996415948042,0.122459854434185,0.561181552537928,-2.80273132694887,,
2020-01-02,6.14,6.47,6.07,6.31,6.31,4453600,74.68,0.07312925170068,0.070578914642586,0.015028588642214,0.122591144224262,0.561783197938931,5.2350675730728,,
2020-01-03,6.21,6.25,5.84,5.88,5.88,3543900,74.83,0.005128205128205,0.00511510066677,0.015048929670802,0.122674079050148,0.562163253056301,0.347201706232003,,
2020-01-06,5.80,5.91,5.60,5.85,5.85,3394800,74.99,0.059782608695652,0.058063800954761,0.015082987824421,0.122812816205888,0.562799026574181,4.31867437772752,,
2020-01-07,5.77,5.83,5.44,5.52,5.52,5228000,75.15,-0.034965034965035,-0.035590945102703,0.015107620057442,0.122913058937778,0.563258396480937,-2.71009488391495,,
2020-01-08,5.49,5.85,5.41,5.72,5.72,5629400,75.31,0.030630630630631,0.030170877633363,0.015140585425716,0.12304708621384,0.563872586618678,2.23661831802061,,
2020-01-09,5.82,5.82,5.48,5.55,5.55,2643000,75.47,0.022099447513812,0.021858793812499,0.015172132701968,0.123175211394046,0.564459729955402,1.61418337378699,,
2020-01-10,5.56,5.60,5.38,5.43,5.43,2781400,75.63,0,0,0.015205116882431,0.12330903001172,0.56507296390029,-0.035393659363836,,
2020-01-13,5.43,5.61,5.33,5.43,5.43,3625200,75.79,0.152866242038216,0.142251225917518,0.015240165119954,0.123451063664733,0.565723843866453,10.7457789648147,,
2020-01-14,4.78,5.00,4.53,4.71,4.71,12561900,75.95,0.021691973969631,0.021460051019769,0.015223006085027,0.123381546776765,0.565405277465263,1.59455816083332,,
2020-01-15,4.66,4.73,4.55,4.61,4.61,4981100,76.12,-0.002164502164502,-0.00216684808509,0.015256333622191,0.123516531776887,0.566023856446002,-0.2002677037549,,
2020-01-16,4.61,4.71,4.52,4.62,4.62,4287100,76.28,-0.027368421052632,-0.027749912952902,0.015291804118613,0.123660034443685,0.566681468279031,-2.15213123997722,,
2020-01-17,4.58,4.75,4.51,4.75,4.75,4019500,76.45,0.034858387799564,0.034264593974096,0.015326661059413,0.123800892805397,0.567326962383844,2.5842528547154,,
